headline,sentiment
"Infosys Q4 results: Net profit rises 12%  to Rs 5,686 crore; pegs FY23 revenue growth outlook at 13-15%",Positive
Infosys Q4 results preview: Here's what to expect from India's second largest IT firm,Neutral
"SBI Q3 Results: Net profit beats estimate, rises 62% YoY to Rs 8,432 cr",Positive
"IndiGo Q3 Results: Airline reports profit of Rs 130 cr, beats estimates",Positive
"Tata Steel Q3 results: Profit more than doubles to Rs 9,598 cr; revenue jumps to Rs 60,783 crore",Positive
"ITC Q3 results: Net profit rises 13% YoY to Rs 4,156 cr; firm declares interim dividend at Rs 5.25",Positive
"Titan Q3 Results: Profit beats estimates, zooms 135% YoY to Rs 987 crore",Positive
"Maruti Suzuki Q3:  Net profit falls 48% to Rs 1,042 cr on chip crunch, high input costs",Positive
"ICICI Bank Q3 Results: Net Profit beats estimates, jumps 25% YoY to Rs 6,194 cr; NII up 23%",Positive
"RIL Q3 Results: Net profit zooms 38% YoY to Rs 20,539 cr; revenue up 54%",Positive
RIL Q3 Results Preview: Expect strong net profit growth,Positive
"Bajaj Auto Q3 Results: Net profit falls 22% to Rs 1,214 cr YoY",Positive
Bajaj Auto Q3 Results preview: Margin pressure to persist,Negative
Bajaj Finance Q3 results: PAT jumps 84% YoY to Rs 1934 cr; interest income rises 27%,Positive
"UltraTech Cement Q3 Results: Net profit rises 8% YoY to Rs 1,708 crore, beats Street estimates",Positive
"HDFC Bank Q3 Results: Net profit meets Street estimates, rises 18% YoY to Rs 10,342 crore",Positive
TCS Q3 results: Profit rises 12% YoY; firm declares Rs 7/share interim dividend,Positive
Infosys Q3 results: PAT up 12% in seasonally weak quarter; firm raise FY22 revenue guidance,Negative
"Wipro Q3 results: Net profit flat at Rs 2,969 cr; board approves interim dividend",Positive
"ET NOW analysis: How TCS, Infosys and Wipro stocks reacted to their earnings in the past?",Neutral
Paytm Q3 update: GMV at Rs 2.5 lakh crore; over 4-fold jump in loan disbursals,Neutral
India's Q2 GDP growth rate: Economy grows at 8.4% as disruptions ease after COVID 2nd wave,Positive
Indian economy to grow at 8.5% in Q2? Here's what to look for in GDP numbers to be released on Nov 30,Neutral
"Tata Steel Q2 results: Consolidated PAT beats Street estimates, soars 661% YoY to Rs 11,918 cr",Neutral
"Zomato Q2 results: Revenue rises to Rs 1,024 cr yet loss widens to Rs 435 cr; announces 3 key investments",Negative
"Britannia Q2 results: Consolidated PAT declines 23% YoY, margins contract; sales rise 5.5%",Neutral
"SBI Q2 results: Net profit beats estimates, surges 67% YoY to Rs 7,627 cr",Positive
"HDFC Q2 results: Net profit rises 32% YoY to Rs 3,780 crore",Positive
"PNB Q2 reports improvement in asset quality: SS Mallikarjuna Rao, MD & CEO",Positive
"Maruti Suzuki Q2 results: Profit falls 65% YoY to Rs 475 cr, misses estimates amid supply-chain woes",Negative
"Axis Bank Q2 results: Net profit rises 86% YoY to Rs 3,133 crore, beats estimates",Positive
"Bajaj Finance Q2 results: Profit rises 53% YoY to Rs 1,481 cr on healthy NII growth, meets estimates",Positive
"Kotak Mahindra Bank Q2 results: Net profit falls 7% YoY to Rs 2,032 cr, asset quality improves",Positive
"Tech Mahindra Q2 results: Net profit rises 26% YoY to Rs 1,339 cr, new deal wins at $750 millions",Positive
"UltraTech Cement Q2 Results: Net profit rises 7.6% YoY to Rs 1,300 cr, misses Street estimates",Positive
"HCL Tech Q2 results: Net profit up 3.7% to Rs 3,263 cr",Positive
"Infosys Q2 results: Profit up 11.9% to Rs 5421 cr, raises revenue forecast for FY22",Positive
"TCS Q2 results takeaways: Profit in-line, strong deal momentum may support rich valuations",Positive
"Titan Q1 earnings: Company reports net profit of Rs 61 cr, beats estimate; sales rise 74.5%",Positive
"SBI Q1 results: Net profit beats Street estimates, jumps 55% YoY to Rs 6,504 cr; asset quality dips",Positive
"Tech Mahindra Q1 results: Consolidated PAT rises 39% YoY to Rs 1,353 cr, beats estimates",Neutral
RIL Q1 results preview: Here's what to expect,Neutral
"HUL Q1 results: Net profit meets Street estimates, rises 10% YoY to Rs 2,061 cr",Positive
"HCL Tech Q1: Net profit up 9.9% to Rs 3,214 cr; retains FY22 double-digit growth guidance",Positive
"Wipro Q1 results: Net profit up 35.6% at Rs 3,242.6 cr, expects 5-7% sequential growth in September quarter",Positive
"Infosys Q1 results: Net profit rises 23% YoY to Rs 5,195 cr, firm raises revenue outlook for FY22",Positive
Infosys Q1 preview: Expect strong revenue growth & deal momentum; all eyes on upgrade in FY22 guidance,Positive
"TCS Q1 profit up 28.5 pc to Rs 9,008 cr; consolidated revenue at Rs 45,411 cr",Positive
Hindalco Q4 results: Consolidated PAT surges 189%; firm declares Rs 3 dividend,Neutral
"Dr Reddy's Q4 Results: Profit dips 28% to Rs 554 cr, misses estimates",Positive
"HDFC Q4 earnings: Net profit rises 42% per cent, beats estimates",Positive
"HUL Q4 Results: Net profit beats Street estimates, rises 41% YoY to Rs 2,143 cr",Positive
"Bajaj Finance Q4: Consolidated net jumps 42% to Rs 1,347 cr",Neutral
Maruti Suzuki Q4: Profit down 9.7% on rising commodity costs; dividend of Rs 45/share announced,Positive
"Wipro Q4 results: Profit beats estimates, jumps 28% to Rs 2,972 cr YoY; revenue rises 4%",Positive
"Infosys Q4 Results: PAT misses estimates; firm approves Rs 9,200 cr share buyback plan and dividend of Rs 15",Positive
"TCS Q4 results: Net profit rises 14.9 pc to Rs 9,246 cr; board okays Rs 15/sh dividend",Positive
Q3 earnings: The scorecard of Nifty companies so far,Positive
"SBI Q3 results: Net profit falls 7% to Rs 5,196 crore, net interest income rises 3.75%",Positive
"Bharti Airtel Q3 results: Telecom giant reports net profit of Rs 854 cr, posts highest-ever consolidated quarter revenue",Positive
"HDFC Q3 results: Net profit falls 65% to Rs 2,926 crore, revenue declines by 42%",Positive
Bajaj Finance Q3 results: Profit falls 29% on slow loan growth,Positive
"Infosys Q3 Results: Net profit rises 16.8% YoY to Rs 5,215 cr, beats Street estimates",Positive
"Wipro Q3 results: Net profit beats Street estimates, up 20% to Rs 2,968 crore",Positive
Profit down as co accounted for deferred tax: Happiest Minds management,Positive
"SBI Q2 profit beats Street estimates, rises 52% YoY to Rs 4,574 crore",Positive
Why IOC expects a good Q3 going ahead,Positive
"Bandhan Bank's Chandra Shekhar Ghosh on Q2 results, liabilities & micro credit",Positive
"Rising trend in tractor sales sustainable, says Escorts' Bharat Madan",Neutral
NTPC Q2 Results: Net profit rises 7% YoY to 3504 crore; board approves buyback,Positive
"HDFC Q2 Results: Profit falls 28% YoY to Rs 2,870 crore, but beats Street estimates",Positive
"Reliance Jio's Q2 net profit logs near 3-fold jump to Rs 2,844 crore",Positive
Reliance Industries Q2 net drops 15%; profit slides as pandemic slams oil business,Positive
"IndiGo Q2 results: Net loss widens to Rs 1,195 cr; CEO says impatient for arrival of future",Negative
"Maruti Suzuki Q2 results: Net profit rises 1% YoY to Rs 1372 cr, misses Street estimates",Positive
"L&T Q2 net profit drops 45% YoY to Rs 1,410 cr; firm announces dividend at Rs 18 per share",Positive
"Bharti Airtel Q2 results: Loss narrows down to Rs 763 cr, telco logs highest-ever quarterly revenues",Negative
Tata Motors Q2 results: Net loss at Rs 307 cr but beats estimates; CFO says 'blown away' with October demand,Negative
"Nestle Q3 results: Net profit falls 1.4% to Rs 587 cr, exports rise by 9.4%",Positive
"Asian Paints Q2 earnings beat Street estimates, net profit flat at Rs 830 crore",Positive
"Bajaj Auto Q2 profit drops 19% YoY to Rs 1,138 cr, misses Street estimates",Positive
"Bajaj Finance Q2 results: Net profit misses estimates, falls 36% YoY to Rs 965 crore",Positive
"UltraTech Cement Q2 results: Net profit jumps over two-fold to Rs 1,235 cr, beats Street estimates",Positive
"HCL Tech Q2 earnings: Net profit up 18.5% to Rs 3,142 cr",Positive
"Infosys Q2 earnings:  Net profit up 20.5% at Rs 4,845 cr; raises revenue forecast for FY21",Positive
Infosys Q2 results preview: Factors to watch out for,Neutral
"Wipro Q2 earnings: Net profit declines 3% YoY; board approves Rs 9,500 cr buyback plan at Rs 400 per share",Positive
TCS's core strategy of hiring trainees and experienced workers remain intact: Milind Lakkad,Positive
"TCS Q2 results: Net profit drops 7% YoY to Rs 7,475 cr; board approves Rs 16,000 cr share buyback",Positive
"Muthoot Finance Q1 results: Net profit jumps 52% YoY to Rs 858 crore, beats Street estimates",Positive
"Zee Entertainment Q1 results: Net profit dips 95% to Rs 29 crore, misses Street estimates",Positive
Titan Q1 results: Net loss at Rs 270 cr as lockdown dents sales,Negative
"SBI Q1 Results: Net profit up 81% to Rs 4,189 cr on one-time gain",Positive
"Why Dabur volume growth has slowed down in last 4-5 quarters, CFO explains",Positive
What led to a blockbuster quarter for Laurus Labs,Positive
RIL Q1 results preview: Jio likely to cushion Reliance Industries' Q1FY21 earnings,Neutral
"Bharti Airtel Q1 results: Net loss widens to Rs 15,933 cr",Negative
"IndiGo reports net loss of Rs 2,844 cr in Q1FY21; revenue plunges 92%",Negative
"Maruti Suzuki Q1 results: Firm reports first quarterly loss since 2003, still beats estimates",Negative
"Nestle India Q2 net profit rises 11% to Rs 487 crore, slightly below Street estimates",Positive
IndusInd Bank Q1 result: Net profit dips 64% to Rs 510 cr,Positive
"YES Bank Q1 net profit plunges 60% YoY to Rs 45 crore; total provisions at Rs 1,087 crore",Positive
"Kotak Mahindra Bank Q1 results: Profit dips 10% to Rs 1,244 cr",Positive
"Tech Mahindra Q1 profit flat at Rs 972 crore, revenue rises 5% YoY",Positive
"No problem with retail NPAs, our collection efficiency is 98%: PNB Housing",Negative
Biocon Q1 net profit declines 28% to Rs 149 crore,Positive
Bajaj Finance Q1 results: Profit dips 19% YoY to Rs 962 crore on contingency provisions,Positive
"HCL Tech Q1 net profit up 31.7% at Rs 2,925 cr; Shiv Nadar to step down as Chairman",Positive
"Infosys reports 12.4% rise in Q1 net profit to Rs 4,272 crore",Positive
"Wipro reports flat Q1 net income at Rs 2,390 crore; still beats Street estimates",Neutral
"TCS Q1 earnings: Net profit falls 13.8% YoY to Rs 7,008 cr",Positive
Indiabulls Housing Fin MD on Q4 results and fundraising plans,Neutral
HPCL CMD on GRM pain and forex hit on Q4 results,Negative
"Q4 earnings: Tata Motors reports massive Rs 9,864 cr net loss for Mar quarter",Negative
Eicher Motors net profit drops 44% to Rs 304 crore in Q4,Positive
"Hindalco Q4 results: Consolidated profit falls 43% YoY to Rs 668 cr, scales down capex plans",Positive
"M&M Q4 results: Auto major posts net loss of Rs 3,255 crore on write-down of Ssangyong investment",Negative
Hero MotoCorp Q4 results: Net profit slips 15% YoY to Rs 621 cr; revenue declines on COVID-19 woes,Positive
Quick Bytes: Dilip Buildcon on Q4 results and challenges of restarting biz post lockdown,Positive
Sun Pharma Q4 results: Net profit declines 37% to Rs 399 cr,Positive
Dabur Q4 results: Net profit dips 24% at Rs 281.6 cr amid Covid-19 disruptions,Positive
"Bajaj Auto Q4 net profit remains flat at Rs 1,310 crore, beats Street estimates",Positive
"Maruti Suzuki Q4 earnings: Net profit slumps 28% to Rs 1,292 crore; misses Street estimates",Positive
"Kotak Mahindra Bank Q4 earnings: Profit falls 10% YoY to Rs 1,267 cr",Positive
Maruti Suzuki Q4 earnings: Here's what to expect from automaker's performance,Neutral
Nestle India Q1 earnings: Net profit grows 13.5% to Rs 525.43 crore,Positive
"Piramal Enterprises reports Q4 net loss of Rs 1,703 crore",Negative
"ICICI Bank Q4 net profit rises 26% YoY to Rs 1,221 crore, misses Street estimates",Positive
"RIL Q4 results: Profit dives 39% YoY to Rs 6,348 cr; announces India's biggest rights issue",Positive
Tech Mahindra Q4 results: Profit falls 29% YoY to Rs 804 crore; revenue rises 7%,Positive
"HUL Q4 results: Net profit slips 3.4% to Rs 1,520 crore, misses estimates",Positive
"Axis Bank Q4 results: Net loss at Rs 1,388 cr on Covid-19 provisions",Negative
"Infosys Q4 results: Profit rises 6% to Rs 4,321 crore; firm suspends FY21 guidance citing uncertainty",Positive
Hero MotoCorp Q3 net profit rises 14.8% to Rs 880 crore,Positive
Sun Pharma Q3 net profit tanks 26% to Rs 913 crore,Positive
Cipla Q3 profit inches up 6% to Rs 351 crore,Positive
"Bharti Airtel posts Rs 1,035 cr Q3 net loss, hints at tariff hike",Negative
"ITC Q3 net profit jumps 29% at Rs 4,142 crore, beats Street estimates",Positive
"Tech Mahindra Q3 net profit dips 5% to Rs 1,146 cr",Positive
"HUL Q3 profit up 12% at Rs 1,616 cr, volume growth at 5%",Positive
"IOC Q3 net profit at Rs 2,688.54 cr",Positive
"Tata Motors posts Rs 1,738 crore Q3 profit in dramatic turnaround",Positive
"Bajaj Auto Q3 Earnings: Profit rises 15% YoY to Rs 1,262 crore",Positive
IndiGo Q3 profit jumps 168% to Rs 496 crore; revenue rises 26%,Positive
HDFC Q3 profit jumps 4 times; provisions spike,Positive
"L&T Q3 profit rises 15% to Rs 2,352 crore, misses Street estimates",Positive
"Axis Bank Q3 profit rises 4.5% YoY to Rs 1,757 crore; asset quality improves",Positive
"Asian Paints Q3 profit meets Street estimates, jumps 20% YoY to Rs 764 crore",Positive
"Zee Q3 net profit dips 38% to Rs 348.60 cr, revenue down 5.5%",Positive
HCL Tech Q3 results: Here's what to expect,Neutral
TCS Q3 results: Top factors to watch out for,Positive
RIL Q3 results: Here's what to expect and factors to watch out for,Neutral
"Infosys Q3 profit jumps to Rs 4,457 cr; revenue guidance raised to 10-10.5%",Positive
Infosys Q3 earnings: Here’s what to expect from the IT major,Neutral
"AGR hit: Vodafone Idea posts India’s biggest loss of Rs 50,921 crore",Negative
"Airtel posts Rs 23,045 crore Q2 loss on AGR provisioning",Negative
Tata Motors Q2 loss narrows to Rs 217 crore; JLR puts up a good show,Positive
"L&T Q2 profit rises 7% YoY to Rs 2,770 crore, meets Street estimates",Positive
"Wipro Q2 profit beats Street estimates, rises 36% YoY to Rs 2,561 crore",Positive
"HUL Q2 net profit rises 21% YoY to Rs 1,848 crore",Positive
"ITC Q1 profit meets Street estimates, rises 13% YoY to Rs 3,174 crore",Positive
"HDFC Q1 profit rises 46% YoY to Rs 3,203 crore on Gruh stake sale",Positive
"SBI reports Q1 profit of Rs 2,312 crore, asset quality improves",Positive
"Airtel reports Q1 loss of Rs 2,866 crore on one-time hit",Negative
"ICICI Bank posts Rs 1,908 crore profit in Q1; asset quality improves",Positive
"Vedanta Q1 profit drops 12% YoY to Rs 1,351 crore",Positive
"PNB reports surprise Rs 1,019 crore profit in Q1 on lower provisions",Positive
"Bajaj Auto Q1 profit meets estimates, rises 1% to Rs 1,126 crore",Positive
"Tata Motors reports Q1 loss of Rs 3,680 crore; JLR woes persist",Negative
"L&T Q1 misses Street estimates on lower margins, profit rises 21% to Rs 1,361 crore",Negative
"Brookfield to invest Rs 25,215 crore in Reliance Jio tower unit",Neutral
Reliance Jio Q1 profit jumps 46% YoY to Rs 891 crore,Positive
